match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster
5223427704,4383095423,false,1580656548,2224,2181,4,7,22,43,6,154
5223427708,4383103480,true,1580656554,2771,1998,1,7,22,27,6,193
5223427903,4383099664,true,1580656563,2582,2955,1,7,22,47,7,145
5223427906,4383095418,true,1580656553,2278,2417,3,7,22,48,4,144
5223427912,4383091702,true,1580656559,2187,2423,1,7,22,30,4,132
5223428005,4383103365,true,1580656550,2616,2319,1,7,22,34,3,156
5223428007,4383075400,false,1580656564,1665,2601,4,7,22,43,6,154
5223428101,4383086515,true,1580656568,2190,1682,4,7,22,30,6,236
5223428117,4383071968,true,1580656563,1517,2993,6,7,22,49,8,186
5223428201,4383087204,true,1580656565,2069,2583,1,7,22,37,5,133
5223428206,4383093163,false,1580656568,2221,2160,1,7,22,16,3,225
5223428212,4383103076,true,1580656563,2786,2662,3,7,22,43,5,131
5223428217,4383083083,false,1580656570,1892,1887,1,7,22,33,3,251
5223428219,4383082357,true,1580656574,1855,2663,2,7,22,40,4,155
5223428400,4383084623,true,1580656568,1990,2157,1,7,22,36,3,251
5223428504,4383085346,false,1580656581,2048,2679,2,7,22,53,4,172
5223428506,4383104001,false,1580656581,2765,2483,1,7,22,26,6,183
5223428509,4383100677,true,1580656584,2692,99,1,0,22,30,4,182
5223428514,4383086250,true,1580656570,2048,2864,2,7,22,53,4,156
5223428600,4383105037,false,1580656583,2792,2110,2,7,22,24,9,227
5223428602,4383078229,true,1580656578,1741,2700,3,0,22,45,5,225
5223428606,4383087478,false,1580656587,2008,1270,1,7,22,41,3,183
5223428713,4383084378,true,1580656574,1955,2339,2,7,22,37,9,188
5223428715,4383085685,true,1580656587,1994,2713,3,7,22,49,8,122
5223428801,4383096597,true,1580656595,2520,1987,1,7,22,53,4,152
5223428802,4383107146,false,1580656584,3020,807,3,7,22,21,5,232
5223428814,4383096534,false,1580656592,2456,2280,2,7,22,37,7,182
5223428901,4383086438,false,1580656594,2042,2068,1,7,22,39,7,183
5223428916,4383096340,true,1580656593,2430,2832,5,7,22,45,9,225
5223428918,4383088069,true,1580656600,1977,2626,1,7,22,35,7,182
5223429005,4383114515,true,1580656602,3278,2050,1,7,22,43,7,133
5223429013,4383077603,true,1580656594,1660,2310,1,7,22,55,4,184
5223429209,4383112183,false,1580656587,3060,2395,1,7,22,32,5,183
5223429210,4383092883,false,1580656587,2385,1602,1,7,22,34,5,236
5223429214,4383087571,true,1580656608,2120,2887,1,7,22,52,9,132
5223429300,4383094739,false,1580656610,2304,2612,3,7,22,53,5,132
5223429305,4383092999,true,1580656608,2336,1,1,7,22,41,4,193
5223429306,4383091079,true,1580656588,2254,2816,1,7,22,30,6,191
5223429410,4383095941,true,1580656612,2360,1664,1,7,22,27,2,227
5223429415,4383090652,true,1580656612,2161,1211,1,7,22,26,3,251
5223429416,4383075255,true,1580656602,1653,2837,4,7,22,37,8,225
5223429419,4383072130,true,1580656613,1502,2580,1,7,22,45,5,227
5223429517,4383102485,true,1580656619,2723,2930,3,7,22,52,6,223
5223429518,4383095159,true,1580656615,2424,2389,2,7,22,27,2,251
5223429600,4383106495,false,1580656620,2842,1283,1,7,22,20,5,193
